serial_number,model,capacity_bytes,power_on_hours
Z300TBNE,ST4000DM000,4000787030016,26695
PL1331LAGRKXNH,HGST HMS5C4040ALE640,4000787030016,21704
MK0311YHGBWY6A,Hitachi HDS723030ALA640,3000592982016,48261
PL2331LAGSUBSJ,HGST HMS5C4040ALE640,4000787030016,21224
ZA13Z43X,ST8000DM002,8001563222016,806
MJ1311YNG72U1A,Hitachi HDS5C3030ALA630,3000592982016,41427
PL2331LAHB6UPJ,HGST HMS5C4040BLE640,4000787030016,4831
PL1321LAG34Y3H,Hitachi HDS5C4040ALE630,4000787030016,33426
Z304JP84,ST4000DM000,4000787030016,10860
PL2331LAGJ58PJ,HGST HMS5C4040BLE640,4000787030016,24129
Z300TBNT,ST4000DM000,4000787030016,26727
PL1331LAGSGZTH,HGST HMS5C4040ALE640,4000787030016,22279
Z303ESFT,ST4000DM000,4000787030016,10327
MJ1323YNG1S7XC,Hitachi HDS5C3030ALA630,3000592982016,46888
ZA11T1N9,ST8000DM002,8001563222016,4664
WD-WX71A24C2575,WDC WD5000LPVX,500107862016,22855
PL1331LAGSHHNH,HGST HMS5C4040ALE640,4000787030016,21200
Z305B9ZA,ST4000DM000,4000787030016,7855
PL2331LAHAJ61J,HGST HMS5C4040BLE640,4000787030016,5000
Z3042AQ1,ST4000DM000,4000787030016,11504
MJ1313YNG20DEC,Hitachi HDS5C3030ALA630,3000592982016,48605
PL1331LAHDYR1H,HGST HMS5C4040BLE640,4000787030016,6181
W300BM2Z,ST4000DM000,4000787030016,30946
PL1331LAHD395H,HGST HMS5C4040BLE640,4000787030016,4832
PL1331LAGTP8NH,HGST HMS5C4040ALE640,4000787030016,20599
S300F08Z,ST4000DM000,4000787030016,9109
ZA12JTDF,ST8000DM002,8001563222016,2245
S300XCPX,ST4000DM000,4000787030016,12874
PL1311LAG3E2BH,Hitachi HDS5C4040ALE630,4000787030016,31875
S300XKRJ,ST4000DM000,4000787030016,17147
PL1331LAHERD3H,HGST HMS5C4040BLE640,4000787030016,924
Z302EL5T,ST4000DM000,4000787030016,16662
MK0311YHGD4LBA,Hitachi HDS723030ALA640,3000592982016,43823
Z304S31K,ST4000DM000,4000787030016,7015
ZA13ZKHB,ST8000DM002,8001563222016,1550
PL2331LAGPJAPJ,HGST HMS5C4040ALE640,4000787030016,22450
MK0301YHGG2GHA,Hitachi HDS723030ALA640,3000592982016,43824
W300SQH8,ST4000DM000,4000787030016,25603
ZA13ZKHJ,ST8000DM002,8001563222016,805
WD-WXL1E92CPSY4,WDC WD2500BPVT,250059350016,31813
PL1331LAGRZ2SH,HGST HMS5C4040ALE640,4000787030016,22279
Z304JDL5,ST4000DM000,4000787030016,10860
PL1321LAG358XH,Hitachi HDS5C4040ALE630,4000787030016,33460
MJ1311YNG3GWVA,Hitachi HDS5C3030ALA630,3000592982016,41093
Z3042AQE,ST4000DM000,4000787030016,11459
PL2331LAGLW9YJ,HGST HMS5C4040BLE640,4000787030016,24266
Z302T8LD,ST4000DM000,4000787030016,11959
Z302T8LB,ST4000DM000,4000787030016,11245
Z304JP8C,ST4000DM000,4000787030016,10899
PL1331LAHBY3DH,HGST HMS5C4040BLE640,4000787030016,4995
Z4D03DES,ST6000DX000,6001175126016,15705
PL2331LAGMW1EJ,HGST HMS5C4040BLE640,4000787030016,24266
MJ1311YNG324SA,Hitachi HDS5C3030ALA630,3000592982016,45398
Z3050FDV,ST4000DM000,4000787030016,7495
MJ0351YNG9XY2A,Hitachi HDS5C3030ALA630,3000592982016,36331
Z304JP8M,ST4000DM000,4000787030016,9850
PL2331LAHDAZPJ,HGST HMS5C4040BLE640,4000787030016,6105
ZA11AVE6,ST8000DM002,8001563222016,4665
PL1321LAGAEDXH,Hitachi HDS5C4040ALE630,4000787030016,31877
PL2331LAGMEV6J,HGST HMS5C4040BLE640,4000787030016,23722
Z3041J67,ST4000DM000,4000787030016,10327
PL1331LAGSALWH,HGST HMS5C4040ALE640,4000787030016,21700
PL2331LAGSUZ2J,HGST HMS5C4040ALE640,4000787030016,21061
Z305D2YT,ST4000DM000,4000787030016,7855
Z300YMWG,ST4000DM000,4000787030016,19184
Z3016TNK,ST4000DM000,4000787030016,24754
MJ0351YNGAAGLA,Hitachi HDS5C3030ALA630,3000592982016,35419
PL2331LAGMU05J,HGST HMS5C4040BLE640,4000787030016,24222
Z3041TGG,ST4000DM000,4000787030016,10327
PL1331LAHDXZYH,HGST HMS5C4040BLE640,4000787030016,6181
PL1321LAG348NH,Hitachi HDS5C4040ALE630,4000787030016,32764
Z302B1NS,ST4000DM000,4000787030016,12775
PL2331LAHB9B0J,HGST HMS5C4040BLE640,4000787030016,4831
PL2331LAGMJVPJ,HGST HMS5C4040BLE640,4000787030016,24251
Z305K1T1,ST4000DM000,4000787030016,7519
S300Z060,ST4000DM000,4000787030016,13191
PL1331LAGB3N8H,Hitachi HDS5C4040ALE630,4000787030016,31883
Z3016N2G,ST4000DM000,4000787030016,24966
S301PTQN,ST4000DM000,4000787030016,10322
ZA11P2JR,ST8000DM002,8001563222016,3919
Z302B1NC,ST4000DM000,4000787030016,16979
PL1331LAGTH44H,HGST HMS5C4040ALE640,4000787030016,20725
Z3016TNW,ST4000DM000,4000787030016,24555
Z300MHCB,ST4000DM000,4000787030016,26154
PL2331LAHB865J,HGST HMS5C4040BLE640,4000787030016,4831
PL2331LAHDWU0J,HGST HMS5C4040BLE640,4000787030016,6105
Z3014A9K,ST4000DM000,4000787030016,25702
Z3015L4M,ST4000DM000,4000787030016,26330
PL1331LAGTW9GH,HGST HMS5C4040ALE640,4000787030016,20576
Z305JFY3,ST4000DM000,4000787030016,7496
Z3024SA7,ST4000DM000,4000787030016,15157
Z305JFY5,ST4000DM000,4000787030016,7016
Z30232B3,ST4000DM000,4000787030016,19230
S300XRDD,ST4000DM000,4000787030016,18126
PL1311LAG1GPBA,Hitachi HDS5C4040ALE630,4000787030016,31842
WD-WCC4NPUZ4Y7E,WDC WD30EFRX,3000592982016,10071
S301894K,ST4000DM000,4000787030016,10832
S30115FJ,ST4000DM000,4000787030016,14342
Z3023WAZ,ST4000DM000,4000787030016,18528
MJ0351YNG9SYEA,Hitachi HDS5C3030ALA630,3000592982016,35635
ZA1216TH,ST8000DM002,8001563222016,2245
Z3014A9R,ST4000DM000,4000787030016,26293
Z3014A9S,ST4000DM000,4000787030016,25610
Z3014A9P,ST4000DM000,4000787030016,25702
ZA10JLEJ,ST8000DM002,8001563222016,4665
PL1331LAGSAH6H,HGST HMS5C4040ALE640,4000787030016,20742
PL2331LAHDASGJ,HGST HMS5C4040BLE640,4000787030016,5000
ZA140NCA,ST8000DM002,8001563222016,806
S300XRD1,ST4000DM000,4000787030016,14310
PL1331LAHDP3JH,HGST HMS5C4040BLE640,4000787030016,6107
Z305D6PT,ST4000DM000,4000787030016,7856
MJ1311YNG68YNA,Hitachi HDS5C3030ALA630,3000592982016,41407
PL1331LAGTW0HH,HGST HMS5C4040ALE640,4000787030016,20721
S300XRD8,ST4000DM000,4000787030016,13186
S30115FN,ST4000DM000,4000787030016,14982
Z3023WA2,ST4000DM000,4000787030016,18529
MJ1311YNG7J1LA,Hitachi HDS5C3030ALA630,3000592982016,41401
PL2331LAGST10J,HGST HMS5C4040ALE640,4000787030016,21223
ZA125WZ3,ST8000DM002,8001563222016,3918
Z3014A98,ST4000DM000,4000787030016,24272
Z3014A96,ST4000DM000,4000787030016,24268
Z305PE25,ST4000DM000,4000787030016,7520
Z3014A95,ST4000DM000,4000787030016,25702
Z3014A92,ST4000DM000,4000787030016,14360
MK0311YHGKKSEA,Hitachi HDS723030ALA640,3000592982016,41539
Z3014A90,ST4000DM000,4000787030016,24393
PL2331LAGMHERJ,HGST HMS5C4040BLE640,4000787030016,24252
ZA107PVV,ST8000DM002,8001563222016,5323
PL2331LAGN43RJ,HGST HMS5C4040BLE640,4000787030016,22786
S300Z6NH,ST4000DM000,4000787030016,13325
S301PTQ1,ST4000DM000,4000787030016,9849
PL1311LAG2DZ5H,Hitachi HDS5C4040ALE630,4000787030016,34218
S300VLPT,ST4000DM000,4000787030016,12874
Z305APKB,ST4000DM000,4000787030016,9487
PL1331LAHDZMKH,HGST HMS5C4040BLE640,4000787030016,6107
S300VLPP,ST4000DM000,4000787030016,12873
WD-WCAU45460564,WDC WD10EADS,1000204886016,59863
Z302B1N1,ST4000DM000,4000787030016,16979
PL1311LAG1RWPA,Hitachi HDS5C4040ALE630,4000787030016,34564
S300VLPN,ST4000DM000,4000787030016,12825
ZA125G8V,ST8000DM002,8001563222016,3918
PL2331LAGUM0WJ,HGST HMS5C4040ALE640,4000787030016,19758
S301NL7S,ST4000DM000,4000787030016,10831
PL1331LAGSNPNH,HGST HMS5C4040ALE640,4000787030016,20364
S301PWPV,ST4000DM000,4000787030016,10323
S300VL8K,ST4000DM000,4000787030016,12863
W300T1MY,ST4000DM000,4000787030016,21249
ZA12JTGX,ST8000DM002,8001563222016,3918
S300VLPC,ST4000DM000,4000787030016,12826
Z30259B3,ST4000DM000,4000787030016,19392
PL2331LAGMSZ9J,HGST HMS5C4040BLE640,4000787030016,22765
MK0313YHGD56EC,Hitachi HDS723030ALA640,3000592982016,48269
Z300TJ6Y,ST4000DM000,4000787030016,27621
ZA121CTP,ST8000DM002,8001563222016,2245
Z300VMT0,ST4000DM000,4000787030016,26912
Z300CM90,ST4000DM000,4000787030016,29027
PL1331LAHD9D9H,HGST HMS5C4040BLE640,4000787030016,4999
Z302EVRG,ST4000DM000,4000787030016,14985
WD-WMC4N0841517,WDC WD30EFRX,3000592982016,23323
Z300ZK34,ST4000DM000,4000787030016,25469
Z300ZK31,ST4000DM000,4000787030016,25469
PL1321LAGAR75H,Hitachi HDS5C4040ALE630,4000787030016,31856
Z300ZK32,ST4000DM000,4000787030016,19205
2EG4K09P,HGST HUH728080ALE600,8001563222016,16712
Z302S9W3,ST4000DM000,4000787030016,11245
Z304MYHG,ST4000DM000,4000787030016,8483
WD-WX81A82J6604,WDC WD5000BPKT,500107862016,33312
ZA126FBB,ST8000DM002,8001563222016,3918
W300SS5X,ST4000DM000,4000787030016,14363
ZA12Q6B5,ST8000DM002,8001563222016,3658
Z302B0HL,ST4000DM000,4000787030016,16663
Z3029GKL,ST4000DM000,4000787030016,17239
ZA13R2KT,ST8000DM002,8001563222016,807
ZA12Q6B1,ST8000DM002,8001563222016,3702
Z3029GKK,ST4000DM000,4000787030016,16664
PL1331LAGTXBVH,HGST HMS5C4040ALE640,4000787030016,20598
Z302B0HJ,ST4000DM000,4000787030016,16663
PL2331LAGPHU3J,HGST HMS5C4040ALE640,4000787030016,22449
Z302B0HG,ST4000DM000,4000787030016,16664
MJ0351YNG9Z5BA,Hitachi HDS5C3030ALA630,3000592982016,36779
Z302B0HA,ST4000DM000,4000787030016,16669
Z3029GKC,ST4000DM000,4000787030016,17259
Z302B0HC,ST4000DM000,4000787030016,17042
Z305ATBR,ST4000DM000,4000787030016,8483
W300ADHG,ST4000DM000,4000787030016,30961
ZA11XCLA,ST8000DM002,8001563222016,4543
PL1331LAHBS7GH,HGST HMS5C4040BLE640,4000787030016,4831
PL1331LAGS9G0H,HGST HMS5C4040ALE640,4000787030016,21366
S2ZYJ9BF515158,ST500LM012 HN,500107862016,16999
S2ZYJ9BF515159,ST500LM012 HN,500107862016,16155
PL2331LAH32NUJ,HGST HMS5C4040BLE640,4000787030016,924
Z302B0HT,ST4000DM000,4000787030016,16663
PL1331LAHDY6HH,HGST HMS5C4040BLE640,4000787030016,6105
S2ZYJ9BF515153,ST500LM012 HN,500107862016,18019
S2ZYJ9BF515150,ST500LM012 HN,500107862016,18964
S2ZYJ9BF515151,ST500LM012 HN,500107862016,17784
Z305D6PX,ST4000DM000,4000787030016,8103
ZA12Q6BW,ST8000DM002,8001563222016,3703
ZA12Q6BV,ST8000DM002,8001563222016,3703
ZA12Q6BP,ST8000DM002,8001563222016,3697
ZA12Q6BS,ST8000DM002,8001563222016,2245
MJ0351YNGABZ4A,Hitachi HDS5C3030ALA630,3000592982016,34785
PL1331LAHD0EGH,HGST HMS5C4040BLE640,4000787030016,5792
ZA12Q6BY,ST8000DM002,8001563222016,2244
ZA12Q6BX,ST8000DM002,8001563222016,2245
W3004W9D,ST4000DM000,4000787030016,29678
PL2331LAGRXGMJ,HGST HMS5C4040ALE640,4000787030016,21222
PL2331LAHDX3VJ,HGST HMS5C4040BLE640,4000787030016,6181
MJ0351YNG9WB0A,Hitachi HDS5C3030ALA630,3000592982016,36777
ZA12Q6BC,ST8000DM002,8001563222016,3703
ZA12Q1VE,ST8000DM002,8001563222016,2245
Z302B0H5,ST4000DM000,4000787030016,16669
MK0303YHGNAEVC,Hitachi HDS723030ALA640,3000592982016,43607
PL1311LAG3EGSH,Hitachi HDS5C4040ALE630,4000787030016,27277
S300XQYG,ST4000DM000,4000787030016,14310
Z302B0H0,ST4000DM000,4000787030016,16663
ZA12Q6BK,ST8000DM002,8001563222016,3703
PL2331LAGUM12J,HGST HMS5C4040ALE640,4000787030016,19857
Z300ZK3G,ST4000DM000,4000787030016,19208
PL2331LAGPH4WJ,HGST HMS5C4040ALE640,4000787030016,20598
PL2331LAGH6D0J,HGST HMS5C4040BLE640,4000787030016,23389
Z300ZK3M,ST4000DM000,4000787030016,19038
Z300VMTS,ST4000DM000,4000787030016,27731
Z303LXV3,ST4000DM000,4000787030016,11479
PL2331LAGM835J,HGST HMS5C4040BLE640,4000787030016,23432
ZA11SRKM,ST8000DM002,8001563222016,3919
Z305KJ2L,ST4000DM000,4000787030016,7015
PL2331LAGRWRBJ,HGST HMS5C4040ALE640,4000787030016,22546
Z304JFAD,ST4000DM000,4000787030016,10836
ZA13R2GL,ST8000DM002,8001563222016,805
PL2331LAGUKX2J,HGST HMS5C4040ALE640,4000787030016,19759
MJ1323YNG1EK0C,Hitachi HDS5C3030ALA630,3000592982016,46569
ZA13R2GH,ST8000DM002,8001563222016,1550
Z30259BD,ST4000DM000,4000787030016,18699
Z4D02H6R,ST6000DX000,6001175126016,15417
Z300VMTC,ST4000DM000,4000787030016,27695
MJ1321YNG0KEYA,Hitachi HDS5C3030ALA630,3000592982016,47319
Z262A2AAS,TOSHIBA DT01ACA300,3000592982016,33416
Z300ZK3Y,ST4000DM000,4000787030016,19064
ZA13R2GC,ST8000DM002,8001563222016,806
WD-WX21D84R1DYV,WDC WD60EFRX,6001175126016,18153
Z305GKQM,ST4000DM000,4000787030016,3734
PL2331LAGUMHHJ,HGST HMS5C4040ALE640,4000787030016,19878
S300YQC9,ST4000DM000,4000787030016,12775
Z304Z6NM,ST4000DM000,4000787030016,7853
Z4D028NC,ST6000DX000,6001175126016,16162
Z305BL6S,ST4000DM000,4000787030016,7855
ZA12Q6AW,ST8000DM002,8001563222016,2390
PL1331LAGTLZRH,HGST HMS5C4040ALE640,4000787030016,20570
ZA11NE2N,ST8000DM002,8001563222016,3918
Z300GPTH,ST4000DM000,4000787030016,30388
MJ1323YNG1JL0C,Hitachi HDS5C3030ALA630,3000592982016,46573
Z305D4Z8,ST4000DM000,4000787030016,8122
Z3015CHZ,ST4000DM000,4000787030016,25186
Z300ZT4T,ST4000DM000,4000787030016,25466
PL1331LAGRZ1EH,HGST HMS5C4040ALE640,4000787030016,22545
Z4D048S2,ST6000DX000,6001175126016,15417
Z305CK3Q,ST4000DM000,4000787030016,7858
ZA143CXB,ST8000DM002,8001563222016,1551
ZA143CXC,ST8000DM002,8001563222016,1550
ZA143CXA,ST8000DM002,8001563222016,1550
Z3015CHT,ST4000DM000,4000787030016,24415
PL1331LAGTGT2H,HGST HMS5C4040ALE640,4000787030016,19764
ZA143CXD,ST8000DM002,8001563222016,1551
ZA143CXE,ST8000DM002,8001563222016,1545
ZA143CXZ,ST8000DM002,8001563222016,1550
Z300ZT4F,ST4000DM000,4000787030016,25470
Z3015CHJ,ST4000DM000,4000787030016,24269
Z3015CHK,ST4000DM000,4000787030016,26370
S300XSJ7,ST4000DM000,4000787030016,17120
ZA13R7MY,ST8000DM002,8001563222016,806
PL1331LAGT0NWH,HGST HMS5C4040ALE640,4000787030016,20556
ZA143CXR,ST8000DM002,8001563222016,1550
PL1331LAHBRPVH,HGST HMS5C4040BLE640,4000787030016,4832
ZA143CXP,ST8000DM002,8001563222016,1546
ZA143CXQ,ST8000DM002,8001563222016,1550
Z300ZT4K,ST4000DM000,4000787030016,25470
Z3015CHE,ST4000DM000,4000787030016,26351
ZA143CXT,ST8000DM002,8001563222016,1550
Z3015CHG,ST4000DM000,4000787030016,26334
ZA12RL1W,ST8000DM002,8001563222016,3919
Z300ZT46,ST4000DM000,4000787030016,25471
ZA12RL1S,ST8000DM002,8001563222016,3919
WD-WMC1T1899509,WDC WD30EFRX,3000592982016,34166
MK0313YHGKT0KC,Hitachi HDS723030ALA640,3000592982016,48263
Z305GXFC,ST4000DM000,4000787030016,7665
MJ0351YNG9YT0A,Hitachi HDS5C3030ALA630,3000592982016,35410
PL1331LAGRD00H,HGST HMS5C4040ALE640,4000787030016,22449
Z3054VC2,ST4000DM000,4000787030016,8485
PL1331LAGTTAGH,HGST HMS5C4040ALE640,4000787030016,20725
Z300ZT48,ST4000DM000,4000787030016,25472
ZA12XE7H,ST8000NM0055,8001563222016,807
ZA12RL1E,ST8000DM002,8001563222016,3918
PL2331LAHAWYNJ,HGST HMS5C4040BLE640,4000787030016,6105
PL1331LAGRHT7H,HGST HMS5C4040ALE640,4000787030016,22450
Z304JLGW,ST4000DM000,4000787030016,9807
ZA143CX2,ST8000DM002,8001563222016,1545
PL1311LAG1VGVA,Hitachi HDS5C4040ALE630,4000787030016,34192
ZA143CX6,ST8000DM002,8001563222016,1550
ZA143CX7,ST8000DM002,8001563222016,1550
ZA143CX4,ST8000DM002,8001563222016,1550
Z305GXFT,ST4000DM000,4000787030016,7666
Z300MYD3,ST4000DM000,4000787030016,29686
PL1331LAHDP4DH,HGST HMS5C4040BLE640,4000787030016,6107
PL1331LAGSMM6H,HGST HMS5C4040ALE640,4000787030016,20913
PL2331LAGULPGJ,HGST HMS5C4040ALE640,4000787030016,19861
Z30179LV,ST4000DM000,4000787030016,24418
Z300PA9H,ST4000DM000,4000787030016,27898
ZA143SYP,ST8000DM002,8001563222016,1550
PL1321LAG2Z70H,Hitachi HDS5C4040ALE630,4000787030016,32765
PL1331LAHBZEWH,HGST HMS5C4040BLE640,4000787030016,4999
ZA11RH6Y,ST8000DM002,8001563222016,4541
PL1331LAHD2Y6H,HGST HMS5C4040BLE640,4000787030016,5793
ZA143SYN,ST8000DM002,8001563222016,1546
PL1331LAHDZUXH,HGST HMS5C4040BLE640,4000787030016,5794
ZA143SYK,ST8000DM002,8001563222016,1550
PL1331LAGRDBMH,HGST HMS5C4040ALE640,4000787030016,21704
ZA143SYG,ST8000DM002,8001563222016,1551
S300Z57R,ST4000DM000,4000787030016,14288
S300Z8JD,ST4000DM000,4000787030016,12814
ZA143SYB,ST8000DM002,8001563222016,1550
Z3058TA6,ST4000DM000,4000787030016,8479
Z30178QA,ST4000DM000,4000787030016,24633
W300CA3X,ST4000DM000,4000787030016,28131
ZA10Z4FL,ST8000DM002,8001563222016,4543
S30108MP,ST4000DM000,4000787030016,14242
S300Z7P1,ST4000DM000,4000787030016,11920
S300Z5VX,ST4000DM000,4000787030016,13357
PL1331LAHD12DH,HGST HMS5C4040BLE640,4000787030016,4998
S300Z7P6,ST4000DM000,4000787030016,12797
S300Z7P5,ST4000DM000,4000787030016,12797
S300Z7P4,ST4000DM000,4000787030016,14290
W300CEVE,ST4000DM000,4000787030016,27583
Z4D04BF1,ST6000DX000,6001175126016,15416
Z300WFNP,ST4000DM000,4000787030016,27623
W300KF9G,ST4000DM000,4000787030016,27694
WD-WMC1T3158200,WDC WD30EFRX,3000592982016,28535
MK0331YHGS03WA,Hitachi HDS723030ALA640,3000592982016,19061
Z3059KFB,ST4000DM000,4000787030016,8480
PL1331LAGTT2DH,HGST HMS5C4040ALE640,4000787030016,19857
W300BBYD,ST4000DM000,4000787030016,30410
MJ0351YNG9UWBA,Hitachi HDS5C3030ALA630,3000592982016,36289
WD-WX11D4410063,WDC WD60EFRX,6001175126016,18155
MJ0351YNG9UHBA,Hitachi HDS5C3030ALA630,3000592982016,34415
PL1331LAHD6K2H,HGST HMS5C4040BLE640,4000787030016,6181
W300B6FF,ST4000DM000,4000787030016,30392
Z305APAN,ST4000DM000,4000787030016,9177
Z304JL33,ST4000DM000,4000787030016,10860
ZA120RGF,ST8000DM002,8001563222016,3919
MJ1323YNG1M1MC,Hitachi HDS5C3030ALA630,3000592982016,34965
PL2331LAHDS8WJ,HGST HMS5C4040BLE640,4000787030016,6106
Z302C0BP,ST4000DM000,4000787030016,16670
Z305NX3B,ST4000DM000,4000787030016,7520
Z304JL3L,ST4000DM000,4000787030016,9807
W300J41N,ST4000DM000,4000787030016,27621
PL2331LAHDAH8J,HGST HMS5C4040BLE640,4000787030016,6106
Z304JL3A,ST4000DM000,4000787030016,10833
PL1331LAGS3KMH,HGST HMS5C4040ALE640,4000787030016,22372
Z305NX3J,ST4000DM000,4000787030016,7515
MK0311YHGK0ETA,Hitachi HDS723030ALA640,3000592982016,43541
PL2331LAGSSVZJ,HGST HMS5C4040ALE640,4000787030016,20939
Z300WXN9,ST4000DM000,4000787030016,27764
S301NKLJ,ST4000DM000,4000787030016,10880
MJ1311YNG36DYA,Hitachi HDS5C3030ALA630,3000592982016,46132
PL1311LAG383TH,Hitachi HDS5C4040ALE630,4000787030016,32754
Z3019Z3E,ST4000DM000,4000787030016,15325
Z304YD9F,ST4000DM000,4000787030016,7855
Z305NX3X,ST4000DM000,4000787030016,7014
Z4D04BFB,ST6000DX000,6001175126016,16162
S300Z7PZ,ST4000DM000,4000787030016,13192
S300Z7PY,ST4000DM000,4000787030016,13867
S300Z7PX,ST4000DM000,4000787030016,13192
Z4D04QFY,ST6000DX000,6001175126016,15856
MJ1321YNG1799A,Hitachi HDS5C3030ALA630,3000592982016,46179
S300Z7PR,ST4000DM000,4000787030016,13354
S300Z7PP,ST4000DM000,4000787030016,13833
Z305D6PF,ST4000DM000,4000787030016,9196
PL2331LAHDUY1J,HGST HMS5C4040BLE640,4000787030016,6180
Z301DCKH,ST4000DM000,4000787030016,22399
S300Z7PT,ST4000DM000,4000787030016,13354
Z4D049SV,ST6000DX000,6001175126016,15417
Z304WMNW,ST4000DM000,4000787030016,7665
Z1Z042YF,ST4000DX000,4000787030016,31844
PL2331LAHD9T4J,HGST HMS5C4040BLE640,4000787030016,5793
S300Z7PG,ST4000DM000,4000787030016,13833
PL1331LAHDYNMH,HGST HMS5C4040BLE640,4000787030016,6181
S300Z7PD,ST4000DM000,4000787030016,12799
PL1331LAHD44MH,HGST HMS5C4040BLE640,4000787030016,5793
WD-WMAYV2994548,WDC WD1600AAJS,160041885696,40868
PL1331LAHD3NAH,HGST HMS5C4040BLE640,4000787030016,5795
Z3015GY7,ST4000DM000,4000787030016,23979
PL1311LAG3AUXH,Hitachi HDS5C4040ALE630,4000787030016,27163
PL1331LAGSX6SH,HGST HMS5C4040ALE640,4000787030016,20721
ZA120BZE,ST8000DM002,8001563222016,3703
ZA12KED3,ST8000DM002,8001563222016,3918
ZA12KED0,ST8000DM002,8001563222016,2245
ZA12KED6,ST8000DM002,8001563222016,3899
ZA12KED7,ST8000DM002,8001563222016,3703
ZA12KED4,ST8000DM002,8001563222016,2245
ZA12KED5,ST8000DM002,8001563222016,3659
Z3013TCY,ST4000DM000,4000787030016,24395
ZA12KED8,ST8000DM002,8001563222016,3918
ZA12KED9,ST8000DM002,8001563222016,3919
MJ0351YNGA8ZDA,Hitachi HDS5C3030ALA630,3000592982016,35425
PL1331LAGRZH0H,HGST HMS5C4040ALE640,4000787030016,22449
S2ZYJ9CG107972,ST500LM012 HN,500107862016,13203
MJ0351YNG9WGGA,Hitachi HDS5C3030ALA630,3000592982016,36330
PL1331LAGTWG8H,HGST HMS5C4040ALE640,4000787030016,20050
PL1331LAGS9DGH,HGST HMS5C4040ALE640,4000787030016,21708
MK0301YHGME1LD,Hitachi HDS723030ALA640,3000592982016,43486
Z305MDZV,ST4000DM000,4000787030016,7015
PL2331LAH3XNDJ,HGST HMS5C4040BLE640,4000787030016,6585
MJ0351YNGA6E5A,Hitachi HDS5C3030ALA630,3000592982016,35951
Z300WWS7,ST4000DM000,4000787030016,27751
PL2331LAHDMZ1J,HGST HMS5C4040BLE640,4000787030016,5791
PL1331LAGTAMYH,HGST HMS5C4040ALE640,4000787030016,20658
PL2331LAHDB8NJ,HGST HMS5C4040BLE640,4000787030016,5795
Z300WJDT,ST4000DM000,4000787030016,26753
Z300KJHZ,ST4000DM000,4000787030016,26905
Z4D0BQ8A,ST6000DX000,6001175126016,15202
PL2331LAGSS77J,HGST HMS5C4040ALE640,4000787030016,21418
PL2331LAGMDUHJ,HGST HMS5C4040BLE640,4000787030016,24252
PL1331LAHD3ZNH,HGST HMS5C4040BLE640,4000787030016,4999
PL1331LAGSGM0H,HGST HMS5C4040ALE640,4000787030016,22282
W300J7K1,ST4000DM000,4000787030016,28272
ZA12PTSC,ST8000DM002,8001563222016,2244
Z300KJH4,ST4000DM000,4000787030016,26954
W3009C88,ST4000DM000,4000787030016,18417
MJ1311YNG73P6A,Hitachi HDS5C3030ALA630,3000592982016,41431
PL1331LAGREUHH,HGST HMS5C4040ALE640,4000787030016,21751
PL2331LAGPBWUJ,HGST HMS5C4040ALE640,4000787030016,22449
Z304KR0H,ST4000DM000,4000787030016,10857
PL1321LAGA3DXH,HGST HDS5C4040ALE630,4000787030016,14392
Z3059JH3,ST4000DM000,4000787030016,8484
ZA13R29Q,ST8000DM002,8001563222016,806
ZA12KEDB,ST8000DM002,8001563222016,3919
Z3024VZC,ST4000DM000,4000787030016,19446
PL1311LAG2058A,Hitachi HDS5C4040ALE630,4000787030016,33796
ZA12KEDA,ST8000DM002,8001563222016,3918
ZA12KEDF,ST8000DM002,8001563222016,3919
Z3025JW5,ST4000DM000,4000787030016,19200
ZA12KEDD,ST8000DM002,8001563222016,3919
ZA12KEDE,ST8000DM002,8001563222016,3919
ZA12KEDK,ST8000DM002,8001563222016,3658
Z3014P9Q,ST4000DM000,4000787030016,24969
ZA12KEDN,ST8000DM002,8001563222016,3919
MK0333YHGPHU6C,Hitachi HDS723030ALA640,3000592982016,44162
ZA12KEDL,ST8000DM002,8001563222016,2245
ZA12KEDM,ST8000DM002,8001563222016,3919
Z305LERK,ST4000DM000,4000787030016,7015
ZA12KEDS,ST8000DM002,8001563222016,3702
W300HQ27,ST4000DM000,4000787030016,28506
PL1311LAG38NBH,Hitachi HDS5C4040ALE630,4000787030016,33443
Z300DLPY,ST4000DM000,4000787030016,29665
Z300DLPX,ST4000DM000,4000787030016,29070
ZA12KEDT,ST8000DM002,8001563222016,3918
ZA12KEDZ,ST8000DM002,8001563222016,3704
PL1331LAGSLWXH,HGST HMS5C4040ALE640,4000787030016,22282
ZA12KEDY,ST8000DM002,8001563222016,2245
WD-WX61A24V0963,WDC WD5000LPVX,500107862016,21706
Z3015GYA,ST4000DM000,4000787030016,23892
Z300YTYR,ST4000DM000,4000787030016,14674
PL2331LAHDHVLJ,HGST HMS5C4040BLE640,4000787030016,6107
Z4D082FX,ST6000DX000,6001175126016,15198
S300Z6ED,ST4000DM000,4000787030016,11920
PL2331LAGJ82LJ,HGST HMS5C4040BLE640,4000787030016,24133
PL2331LAGR4L3J,HGST HMS5C4040ALE640,4000787030016,20599
PL1331LAGS7MWH,HGST HMS5C4040ALE640,4000787030016,20884
MJ1321YNG14RAA,Hitachi HDS5C3030ALA630,3000592982016,47540
ZA11MQFL,ST8000DM002,8001563222016,3703
S301K16Z,ST4000DM000,4000787030016,10323
